"AGER" "RELAT" "familr" "sexer" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "SEGV2S" "ITAVC" "HAVEF" "JNBJD1S" "JNBJD2S" "JNBJD3S" "DEPTS" "PVS" "SEXEQ" "FAMIQ" "PCSPQ" "QUALS" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq1" "jnbjdq2" "jnbjdq3" "itavcq" "CARVP"
"645497" 45 134 3 1 0 0 15 159 9838 2 286075 0 126075 1 14933 12 13 56 0 160000 0 0 2 9838 1 9658 1 180 0 0 0 0 0 0 3 1 0 4 99710 648 2 4 1 "65" "1" "femme" "M" "375" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R1" "Q2" "O2" "M2" "T1" "D0" "B2" "J1" "J2" "J1" "I2" "non"
"648918" 45 277 3 0 0 0 0 6 0 0 0 0 0 1 4399 6 13 26 3500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 1 0 6 18045 0 0 0 0 "65" "1" "homme" "M" "620" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"649009" 46 45 3 1 0 0 1 4 0 0 0 0 0 1 5960 4 14 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3750 0 0 0 0 "65" "1" "femme" "M" "635" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q1" "O1" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"704306" 51 329 3 1 0 0 0 9 0 0 0 0 0 1 11263 9 14 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 4 15110 200 0 0 0 "94" "1" "femme" "M" "538" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"740542" 43 302 3 1 0 0 0 18 30000 0 0 0 0 2 7593 18 13 55 15000 0 0 0 1 30000 0 0 1 30000 0 0 0 0 0 0 3 1 0 6 47333 0 0 0 0 "31" "1" "femme" "M" "625" "B" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q1" "O0" "M1" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"740864" 84 294 6 0 0 0 1 5 170542 0 0 0 0 1 904 1 13 16 0 0 0 0 2 170542 0 0 1 122682 1 47860 0 0 0 0 0 1 0 4 183302 10000 5 2 4 "31" "2" "homme" "V" "860" "B" "K0" "V0" "U2" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O1" "M0" "T2" "D0" "B0" "J2" "J1" "J2" "I2" "non"
"742915" 44 291 6 0 0 0 0 10 60744 0 0 0 0 1 11236 10 13 29 0 0 1 88012 2 60744 2 60744 0 0 0 0 0 0 0 0 10 1 0 5 165626 88012 0 0 0 "31" "3" "homme" "V" "465" "A" "K0" "V1" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M0" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"744335" 37 213 3 1 0 0 0 18 0 0 0 0 0 1 19309 18 13 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 11045 200 0 0 0 "31" "1" "femme" "M" "555" "B" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H1" "A0" "R2" "Q2" "O0" "M1" "T0" "D0" "B2" "J0" "J0" "J0" "I0" "non"
"747381" 50 151 3 1 0 0 2 18 0 6 27701 0 27701 1 11627 18 13 54 10000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 19987 0 0 0 0 "31" "1" "femme" "M" "528" "B" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E1" "G1" "F1" "L0" "H0" "A1" "R1" "Q2" "O1" "M1" "T0" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"747507" 48 147 3 0 0 0 2 9 0 21 17259 0 17259 1 2967 9 13 42 19000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 0 6 3194 0 0 6 21 "31" "1" "homme" "M" "555" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R1" "Q0" "O1" "M0" "T0" "D0" "B1" "J0" "J2" "J2" "I0" "non"
"749013" 42 111 2 0 0 0 0 9 68750 0 0 0 0 1 6713 9 14 7 3500 0 0 0 3 68750 1 66250 2 2500 0 0 0 0 0 0 0 1 1 5 72111 0 0 0 0 "31" "1" "homme" "D" "565" "B" "K0" "V0" "U2" "X1" "Y2" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A1" "R1" "Q1" "O0" "M0" "T2" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"750976" 35 255 3 1 0 0 0 9 100 0 0 0 0 1 6969 9 13 25 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 10 1 0 6 4675 0 1 0 5 "31" "2" "femme" "M" "475" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R2" "Q1" "O0" "M0" "T0" "D0" "B1" "J1" "J0" "J2" "I0" "non"
"790616" 35 74 3 1 0 0 1 5 0 0 0 0 0 1 5586 5 13 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 6 2993 0 0 0 0 "31" "1" "femme" "M" "475" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M0" "T0" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"800780" 62 758 3 1 0 0 7 24 95709 0 0 0 0 1 25080 24 13 40 0 0 1 55777 2 95709 0 0 2 95709 0 0 0 0 0 0 0 1 0 4 199563 61777 0 0 0 "31" "1" "femme" "M" "635" "A" "K0" "V1" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O2" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"804229" 51 332 3 1 0 0 5 9 7710 4 6410 6410 0 1 2948 6 15 14 10000 0 0 0 1 7710 0 0 1 7710 0 0 0 0 0 0 0 1 1 6 9447 200 0 0 0 "31" "1" "femme" "M" "555" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E1" "G1" "F1" "L0" "H1" "A1" "R2" "Q0" "O2" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"807413" 45 127 1 1 0 0 1 22 79711 24 269640 0 0 1 -1505 22 13 28 0 269640 0 0 4 79711 2 72535 2 7176 0 0 0 0 0 0 13 1 0 6 85600 500 19 26 3 "31" "1" "femme" "C" "435" "B" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R1" "Q0" "O1" "M1" "T2" "D0" "B1" "J2" "J2" "J2" "I1" "non"
"807439" 27 126 1 1 0 0 1 5 0 12 37038 0 37038 1 2632 5 13 25 31900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 6787 0 0 0 0 "31" "2" "femme" "C" "840" "4" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E1" "G1" "F1" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T0" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"808404" 47 211 3 0 0 0 1 19 0 9 64824 0 64824 1 6887 19 13 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1 0 6 1679 0 0 0 1 "31" "1" "homme" "M" "345" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R2" "Q1" "O1" "M1" "T0" "D0" "B2" "J0" "J0" "J1" "I0" "non"
"808665" 37 120 3 1 0 0 5 24 107 0 0 0 0 1 2356 24 13 48 0 0 1 33485 2 107 1 0 1 107 0 0 0 0 0 0 14 1 0 6 37431 33485 0 0 0 "31" "3" "femme" "M" "635" "B" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q0" "O2" "M1" "T0" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"841461" 41 281 1 1 0 0 1 8 131 0 19732 19732 0 1 434 8 20 11 0 0 1 13794 1 131 0 0 1 131 0 0 0 0 0 0 0 1 0 7 19716 14294 0 26 19 "31" "1" "femme" "C" "635" "B" "K0" "V1" "U1" "X0" "Y1" "R0" "N0" "E0" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O1" "M0" "T0" "D2" "B0" "J0" "J2" "J2" "I1" "non"
"848758" 54 224 3 1 0 0 0 0 0 0 0 0 0 1 0 0 812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 16 0 0 0 0 "31" "2" "femme" "M" "475" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"849121" 38 199 3 1 0 0 0 24 224991 0 5529 5529 0 1 4948 24 13 57 0 0 0 0 3 224991 2 224427 1 564 0 0 0 0 0 0 21 1 0 4 225191 200 0 0 8 "13" "2" "femme" "M" "465" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "A1" "R1" "Q1" "O0" "M1" "T2" "D0" "B2" "J0" "J0" "J2" "I2" "non"
"849838" 52 158 1 0 0 0 0 10 67139 0 0 0 0 1 2795 10 13 36 0 0 1 33991 3 67139 1 47214 2 19925 0 0 0 0 0 0 18 1 0 5 106467 33991 0 0 0 "31" "4" "homme" "C" "527" "A" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q0" "O0" "M0" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"850316" 36 112 1 0 0 0 0 43 76254 10 135985 0 135985 2 9081 42 13 27 0 0 0 0 2 76254 1 46578 1 29676 0 0 0 0 0 0 1 1 0 4 87061 0 0 0 0 "31" "1" "homme" "C" "438" "B" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M2" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"855511" 43 204 3 0 0 0 0 18 0 0 0 0 0 1 2248 18 13 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 1 0 6 2543 0 0 16 19 "31" "1" "homme" "M" "435" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q0" "O0" "M1" "T0" "D0" "B1" "J0" "J2" "J2" "I0" "non"
"856286" 30 105 1 1 0 0 9 19 113694 0 0 0 0 2 5441 16 13 40 3500 0 0 0 4 113694 2 104894 2 8800 0 0 0 0 0 0 4 1 0 6 122566 0 11 8 0 "31" "1" "femme" "C" "348" "B" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q1" "O2" "M1" "T2" "D0" "B1" "J2" "J2" "J0" "I2" "non"
"856838" 31 88 3 0 0 0 0 12 433955 0 0 0 0 1 26300 12 14 16 0 0 1 27226 3 433955 2 402275 1 31680 0 0 0 0 0 0 5 1 0 5 496881 27226 0 0 0 "31" "1" "homme" "M" "465" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R0" "Q2" "O0" "M1" "T2" "D1" "B0" "J0" "J0" "J0" "I2" "non"
"858621" 63 102 2 0 0 0 0 13 30174 0 0 0 0 1 4198 13 13 40 0 0 1 40313 2 30174 0 0 1 21592 1 8582 0 0 0 0 5 1 0 4 75849 40313 0 0 0 "31" "1" "homme" "D" "428" "B" "K0" "V1" "U2" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"859357" 42 71 5 1 0 0 3 18 0 0 0 0 0 1 7258 18 13 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 0 4 7528 749 17 8 0 "31" "1" "femme" "U" "625" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R0" "Q1" "O2" "M1" "T0" "D0" "B1" "J2" "J2" "J0" "I0" "non"
"860230" 23 63 1 0 0 0 0 5 13827 0 0 0 0 1 6744 5 14 15 0 0 0 0 1 13827 1 13827 0 0 0 0 0 0 0 0 0 1 1 3 22342 0 0 0 0 "31" "3" "homme" "C" "840" "C" "K0" "V0" "U1" "X1" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O0" "M0" "T1" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"860318" 24 62 1 1 0 0 0 10 0 8 5642 5642 0 1 1309 10 13 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1 0 6 2475 0 19 18 2 "31" "2" "femme" "C" "840" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T0" "D0" "B2" "J2" "J2" "J1" "I0" "non"
"900863" 72 821 3 1 0 0 4 10 2459 0 0 0 0 1 1790 10 13 29 0 0 0 0 2 2459 0 0 2 2459 0 0 0 0 0 0 12 1 0 7 8393 500 20 13 0 "31" "1" "femme" "M" "0" "C" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O2" "M0" "T1" "D0" "B1" "J2" "J2" "J0" "I0" "non"
"900914" 61 824 3 1 0 0 4 13 354 11 121024 0 71342 1 5640 13 14 59 50500 49682 0 0 2 354 0 0 2 354 0 0 0 0 0 0 22 1 0 6 27297 750 0 2 10 "31" "1" "femme" "M" "628" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A2" "R2" "Q1" "O2" "M1" "T1" "D1" "B2" "J0" "J1" "J2" "I1" "non"
"931242" 81 822 3 1 0 0 0 2 12647 0 0 0 0 1 5525 0 69 0 0 0 0 0 1 12647 0 0 1 12647 0 0 0 0 0 0 0 1 1 3 17844 0 0 0 0 "31" "1" "femme" "M" "740" "B" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "non"
"940747" 67 292 1 1 0 0 0 6 545194 0 0 0 0 1 3923 5 14 11 30500 0 2 619385 3 545194 1 200681 2 344513 0 0 0 0 0 0 0 1 1 5 1572688 1022949 0 0 0 "31" "1" "femme" "C" "5" "A" "K0" "V1" "U2" "X1" "Y2" "R0" "N1" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O0" "M0" "T2" "D1" "B0" "J0" "J0" "J0" "I2" "non"
"941140" 60 280 3 0 0 0 2 35 29916 12 189946 0 0 1 13057 35 13 37 0 189946 1 22041 3 29916 1 0 2 29916 0 0 0 0 0 0 11 1 0 4 77069 30728 0 0 0 "31" "2" "homme" "M" "348" "B" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A2" "R2" "Q2" "O1" "M2" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"945138" 34 155 3 0 0 0 0 17 164417 7 31353 0 31353 1 7677 16 14 36 0 0 0 0 3 164417 2 132958 1 31459 0 0 0 0 0 0 15 1 0 4 174291 311 0 1 0 "82" "1" "homme" "M" "545" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "J0" "J1" "J0" "I2" "non"
"945628" 41 140 3 1 0 0 2 6 1802 11 17597 17597 0 1 429 6 13 44 15000 0 0 0 1 1802 0 0 1 1802 0 0 0 0 0 0 16 1 0 6 4798 0 20 9 17 "31" "1" "femme" "M" "537" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R1" "Q0" "O1" "M0" "T1" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"946349" 28 109 1 0 0 0 2 4 0 0 0 0 0 1 1764 4 13 25 10000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 4399 0 0 0 0 "31" "4" "homme" "C" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T0" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"980261" 79 101 3 1 0 0 4 6 105 0 6602 6602 0 1 122 6 13 30 0 0 0 0 1 105 0 0 1 105 0 0 0 0 0 0 5 1 0 7 105 0 2 18 18 "31" "1" "femme" "M" "860" "C" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R1" "Q0" "O2" "M0" "T0" "D0" "B1" "J1" "J2" "J2" "I0" "non"
"981912" 29 72 1 1 0 0 1 12 12889 0 0 0 0 1 1903 11 13 29 0 0 0 0 3 12889 2 12787 1 102 0 0 0 0 0 0 0 1 1 3 17746 0 14 2 0 "31" "1" "femme" "C" "685" "B" "K0" "V0" "U2" "X2" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O1" "M1" "T1" "D0" "B1" "J2" "J1" "J0" "I1" "non"
"982023" 27 69 1 0 0 0 0 0 0 0 0 0 0 1 5216 0 44 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 1368 0 0 0 0 "31" "2" "homme" "C" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"982301" 45 63 2 0 0 0 2 14 4920 0 0 0 0 1 -920 14 13 27 0 0 0 0 1 4920 0 0 1 4920 0 0 0 0 0 0 7 1 0 6 6239 0 31 26 0 "6" "1" "homme" "D" "555" "C" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O1" "M1" "T1" "D0" "B1" "J2" "J2" "J0" "I0" "non"
"1015754" 52 822 3 0 0 0 1 12 113 8 2710 0 2710 1 7932 12 13 33 18200 0 0 0 1 113 0 0 1 113 0 0 0 0 0 0 5 1 0 6 9360 0 0 0 0 "31" "1" "homme" "M" "545" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R2" "Q1" "O1" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"1031227" 56 837 3 1 0 0 0 8 10256 0 3559 3559 0 1 495 8 13 23 46400 0 1 54384 2 10256 1 10044 1 212 0 0 0 0 0 0 6 1 0 4 64740 54484 6 4 21 "31" "3" "femme" "M" "465" "D" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J2" "J2" "J2" "I1" "non"
"1045226" 26 103 1 0 0 0 0 0 0 0 0 0 0 1 303 0 26 1 22120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 245 0 0 0 0 "31" "3" "homme" "C" "840" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"1051618" 46 294 1 1 0 0 1 14 25815 51 265057 0 0 1 20448 14 14 17 0 265057 0 0 2 25815 1 2305 1 23510 0 0 0 0 0 0 1 1 0 4 49307 200 0 0 0 "31" "3" "femme" "C" "555" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R2" "Q2" "O1" "M1" "T1" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"1054203" 39 161 3 1 0 0 3 19 0 3 8944 3371 5573 1 -4021 19 13 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 2 1 7 400 400 20 23 22 "31" "1" "femme" "M" "555" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "A1" "R1" "Q0" "O2" "M1" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"1055295" 35 138 1 0 0 0 0 10 406 0 0 0 0 1 -4117 10 13 32 0 0 0 0 1 406 0 0 1 406 0 0 0 0 0 0 5 2 1 7 4013 250 23 20 27 "31" "4" "homme" "C" "465" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"1055500" 51 130 4 0 0 0 1 27 19643 17 95460 0 95460 1 8099 27 13 70 0 0 0 0 1 19643 0 0 1 19643 0 0 0 0 0 0 26 2 1 6 21031 0 25 3 1 "31" "1" "homme" "S" "428" "C" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O1" "M2" "T1" "D0" "B2" "J2" "J2" "J1" "I1" "non"
"1070764" 60 242 1 0 0 0 1 13 154496 0 0 0 0 1 6877 13 14 22 0 0 0 0 3 154496 1 138952 2 15544 0 0 0 0 0 0 3 1 0 6 166476 0 0 0 0 "31" "2" "homme" "C" "348" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O1" "M1" "T2" "D1" "B0" "J0" "J0" "J0" "I2" "non"
"1071111" 48 224 3 1 0 0 1 22 6017 14 41847 41847 0 1 9266 22 13 59 0 0 0 0 1 6017 0 0 1 6017 0 0 0 0 0 0 22 1 0 6 22146 0 0 0 0 "31" "2" "femme" "M" "477" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M1" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"1072054" 48 236 3 1 0 0 3 12 33500 17 58721 0 0 1 7822 11 13 13 4026 58721 1 26470 1 33500 0 0 1 33500 0 0 0 0 0 0 1 1 0 6 61560 26470 0 2 2 "31" "2" "femme" "M" "478" "A" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R2" "Q1" "O2" "M1" "T1" "D0" "B0" "J0" "J1" "J1" "I1" "non"
"1073054" 36 160 1 1 0 0 0 7 0 0 253 253 0 1 -34 7 13 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 7 0 0 7 20 14 "31" "2" "femme" "C" "645" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"1073668" 54 143 2 0 0 0 0 7 0 0 0 0 0 1 -1086 7 15 16 52120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 7 2603 0 26 22 8 "31" "2" "homme" "D" "565" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J2" "J2" "J2" "I0" "non"
"1140801" 56 287 6 0 0 0 0 7 15776 15 74040 5080 68960 1 -1886 7 13 61 207900 0 0 0 3 15776 1 15067 2 709 0 0 0 0 0 0 26 2 1 6 19935 4159 2 17 31 "31" "1" "homme" "V" "305" "D" "K0" "V0" "U2" "X1" "Y2" "R1" "N1" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B2" "J1" "J2" "J2" "I1" "non"
"1142199" 56 268 3 1 0 0 3 326 659260 17 2966630 0 0 1 157234 159 13 27 234840 2966630 2 1389655 3 659260 1 99530 2 559730 0 0 0 0 0 0 1 1 0 5 2297333 1491282 0 0 0 "31" "1" "femme" "M" "465" "A" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"1144111" 48 306 1 1 0 0 0 3 8835 0 0 0 0 1 22511 3 13 6 25000 0 1 28012 2 8835 2 8835 0 0 0 0 0 0 0 0 1 1 0 5 60511 28012 0 0 0 "31" "1" "femme" "C" "465" "B" "K0" "V1" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A1" "R2" "Q2" "O0" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"1145329" 76 208 6 0 0 0 0 5 83128 0 0 0 0 1 4572 5 14 34 45000 0 1 13937 3 83128 1 48990 2 34138 0 0 0 0 0 0 0 1 0 5 114282 24344 0 0 0 "31" "1" "homme" "V" "860" "B" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O0" "M0" "T2" "D1" "B1" "J0" "J0" "J0" "I2" "non"
"1145578" 36 202 3 1 0 0 3 28 3967 25 439119 1551 48395 1 4803 27 13 96 44090 389173 1 9069 4 3967 2 3451 2 516 0 0 0 0 0 0 35 2 0 4 13036 9069 2 3 1 "31" "1" "femme" "M" "627" "B" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A0" "R1" "Q1" "O2" "M2" "T1" "D0" "B2" "J1" "J2" "J1" "I1" "non"
"1146085" 64 227 2 0 0 0 0 7 272013 0 0 0 0 1 4672 7 13 10 0 0 0 0 3 272013 1 220785 2 51228 0 0 0 0 0 0 0 1 0 5 282563 200 0 0 0 "31" "1" "homme" "D" "860" "A" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O0" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
